seq,HOTA(0),LocA(0),HOTALocA(0),HOTA___5,HOTA___10,HOTA___15,HOTA___20,HOTA___25,HOTA___30,HOTA___35,HOTA___40,HOTA___45,HOTA___50,HOTA___55,HOTA___60,HOTA___65,HOTA___70,HOTA___75,HOTA___80,HOTA___85,HOTA___90,HOTA___95,HOTA___AUC,DetA___5,DetA___10,DetA___15,DetA___20,DetA___25,DetA___30,DetA___35,DetA___40,DetA___45,DetA___50,DetA___55,DetA___60,DetA___65,DetA___70,DetA___75,DetA___80,DetA___85,DetA___90,DetA___95,DetA___AUC,AssA___5,AssA___10,AssA___15,AssA___20,AssA___25,AssA___30,AssA___35,AssA___40,AssA___45,AssA___50,AssA___55,AssA___60,AssA___65,AssA___70,AssA___75,AssA___80,AssA___85,AssA___90,AssA___95,AssA___AUC,DetRe___5,DetRe___10,DetRe___15,DetRe___20,DetRe___25,DetRe___30,DetRe___35,DetRe___40,DetRe___45,DetRe___50,DetRe___55,DetRe___60,DetRe___65,DetRe___70,DetRe___75,DetRe___80,DetRe___85,DetRe___90,DetRe___95,DetRe___AUC,DetPr___5,DetPr___10,DetPr___15,DetPr___20,DetPr___25,DetPr___30,DetPr___35,DetPr___40,DetPr___45,DetPr___50,DetPr___55,DetPr___60,DetPr___65,DetPr___70,DetPr___75,DetPr___80,DetPr___85,DetPr___90,DetPr___95,DetPr___AUC,AssRe___5,AssRe___10,AssRe___15,AssRe___20,AssRe___25,AssRe___30,AssRe___35,AssRe___40,AssRe___45,AssRe___50,AssRe___55,AssRe___60,AssRe___65,AssRe___70,AssRe___75,AssRe___80,AssRe___85,AssRe___90,AssRe___95,AssRe___AUC,AssPr___5,AssPr___10,AssPr___15,AssPr___20,AssPr___25,AssPr___30,AssPr___35,AssPr___40,AssPr___45,AssPr___50,AssPr___55,AssPr___60,AssPr___65,AssPr___70,AssPr___75,AssPr___80,AssPr___85,AssPr___90,AssPr___95,AssPr___AUC,LocA___5,LocA___10,LocA___15,LocA___20,LocA___25,LocA___30,LocA___35,LocA___40,LocA___45,LocA___50,LocA___55,LocA___60,LocA___65,LocA___70,LocA___75,LocA___80,LocA___85,LocA___90,LocA___95,LocA___AUC,OWTA___5,OWTA___10,OWTA___15,OWTA___20,OWTA___25,OWTA___30,OWTA___35,OWTA___40,OWTA___45,OWTA___50,OWTA___55,OWTA___60,OWTA___65,OWTA___70,OWTA___75,OWTA___80,OWTA___85,OWTA___90,OWTA___95,OWTA___AUC,HOTA_TP___5,HOTA_TP___10,HOTA_TP___15,HOTA_TP___20,HOTA_TP___25,HOTA_TP___30,HOTA_TP___35,HOTA_TP___40,HOTA_TP___45,HOTA_TP___50,HOTA_TP___55,HOTA_TP___60,HOTA_TP___65,HOTA_TP___70,HOTA_TP___75,HOTA_TP___80,HOTA_TP___85,HOTA_TP___90,HOTA_TP___95,HOTA_TP___AUC,HOTA_FN___5,HOTA_FN___10,HOTA_FN___15,HOTA_FN___20,HOTA_FN___25,HOTA_FN___30,HOTA_FN___35,HOTA_FN___40,HOTA_FN___45,HOTA_FN___50,HOTA_FN___55,HOTA_FN___60,HOTA_FN___65,HOTA_FN___70,HOTA_FN___75,HOTA_FN___80,HOTA_FN___85,HOTA_FN___90,HOTA_FN___95,HOTA_FN___AUC,HOTA_FP___5,HOTA_FP___10,HOTA_FP___15,HOTA_FP___20,HOTA_FP___25,HOTA_FP___30,HOTA_FP___35,HOTA_FP___40,HOTA_FP___45,HOTA_FP___50,HOTA_FP___55,HOTA_FP___60,HOTA_FP___65,HOTA_FP___70,HOTA_FP___75,HOTA_FP___80,HOTA_FP___85,HOTA_FP___90,HOTA_FP___95,HOTA_FP___AUC,MOTA,MOTP,MODA,CLR_Re,CLR_Pr,MTR,PTR,MLR,sMOTA,CLR_F1,FP_per_frame,MOTAL,MOTP_sum,CLR_TP,CLR_FN,CLR_FP,IDSW,MT,PT,ML,Frag,CLR_Frames,IDF1,IDR,IDP,IDTP,IDFN,IDFP,Dets,GT_Dets,IDs,GT_IDs
MOT20-01,0.3148321636511112,0.8286108577267599,0.26087334916291893,0.3148321636511112,0.3148321636511112,0.3148321636511112,0.3148321636511112,0.3148321636511112,0.3148321636511112,0.3144727956441693,0.31323649481692095,0.3130673985940046,0.3118537525297079,0.31130699054940497,0.31003045132586127,0.3063744255016132,0.2925865436934837,0.266243434103799,0.22338479375872408,0.14073318938483226,0.04446104211134826,0.005108085035980744,0.2653606515240272,0.16717814559541178,0.16717814559541178,0.16717814559541178,0.16717814559541178,0.16717814559541178,0.16717814559541178,0.16706071733990643,0.16659124050887514,0.166532582461786,0.1661807580174927,0.16600492536563302,0.16530212466723593,0.16337378397352323,0.15664572739056734,0.14083398898505115,0.11222973296898221,0.06755015645131603,0.02166637308437555,0.0021165392423653407,0.14027144863313584,0.5928962240621983,0.5928962240621983,0.5928962240621983,0.5928962240621983,0.5928962240621983,0.5928962240621983,0.5919592635236248,0.5889691521923913,0.588540660413453,0.5852227666251416,0.5837901625597817,0.5814739583221382,0.5745431507949622,0.5464999714741904,0.5033271209190001,0.44463053383918455,0.29320184637471997,0.09123743313792645,0.012327922966195825,0.5022684888166262,0.1672370407649723,0.1672370407649723,0.1672370407649723,0.1672370407649723,0.1672370407649723,0.1672370407649723,0.16713638651233015,0.16673376950176144,0.16668344237544036,0.16638147961751384,0.16623049823855057,0.16562657272269754,0.16396577755410166,0.15812783090085555,0.14413688978359335,0.11781580271766483,0.07388022143935581,0.024760946149974837,0.002466029189733266,0.14144041533123194,0.9978978978978978,0.9978978978978978,0.9978978978978978,0.9978978978978978,0.9978978978978978,0.9978978978978978,0.9972972972972973,0.9948948948948949,0.9945945945945946,0.9927927927927928,0.9918918918918919,0.9882882882882883,0.9783783783783784,0.9435435435435435,0.8600600600600601,0.703003003003003,0.44084084084084085,0.14774774774774774,0.014714714714714715,0.8439702860755492,0.5942892738848019,0.5942892738848019,0.5942892738848019,0.5942892738848019,0.5942892738848019,0.5942892738848019,0.59371183080073,0.5918770034655766,0.5916007549795755,0.5895565881610432,0.5886422601363508,0.5872975244252953,0.5834681467868946,0.5660754355826753,0.5360332579691556,0.49691191812285124,0.3747350083534853,0.14434414633819714,0.02113715176122521,0.5174277194837825,0.9921495632219957,0.9921495632219957,0.9921495632219957,0.9921495632219957,0.9921495632219957,0.9921495632219957,0.9915468186090568,0.9893815923241499,0.9890965123600066,0.9873309925726946,0.9864766417014591,0.9829238054337365,0.9746260211561955,0.9436172599461987,0.8797876863487013,0.7687287342684367,0.547928532478238,0.21554826221414256,0.05676079835806558,0.8561395282685819,0.8286108577267599,0.8286108577267599,0.8286108577267599,0.8286108577267599,0.8286108577267599,0.8286108577267599,0.8289022365448464,0.830009678348931,0.8301330764432377,0.830786464473733,0.8310685973111788,0.8319921508431232,0.8340448551270833,0.8396925169182851,0.8503812005120249,0.867160565881508,0.8907815050651199,0.923692484384725,0.9619988328070894,0.8485425953169182,0.3148876148610612,0.3148876148610612,0.3148876148610612,0.3148876148610612,0.3148876148610612,0.3148876148610612,0.3145440068859028,0.3133704626560934,0.3132091685369849,0.3120420321318044,0.31151842576174676,0.3103345595392115,0.306929005567215,0.2939674388033361,0.26934737005026665,0.2288766114242505,0.1471795411617807,0.047530255299021135,0.005513711806344435,0.2665099094100172,3323.0,3323.0,3323.0,3323.0,3323.0,3323.0,3321.0,3313.0,3312.0,3306.0,3303.0,3291.0,3258.0,3142.0,2864.0,2341.0,1468.0,492.0,49.0,2810.4210526315787,16547.0,16547.0,16547.0,16547.0,16547.0,16547.0,16549.0,16557.0,16558.0,16564.0,16567.0,16579.0,16612.0,16728.0,17006.0,17529.0,18402.0,19378.0,19821.0,17059.57894736842,7.0,7.0,7.0,7.0,7.0,7.0,9.0,17.0,18.0,24.0,27.0,39.0,72.0,188.0,466.0,989.0,1862.0,2838.0,3281.0,519.578947368421,0.16441872169099145,0.8307822079219518,0.16527428283844992,0.16643180674383493,0.9930930930930931,0.05405405405405406,0.21621621621621623,0.7297297297297297,0.13625549882223928,0.28508620689655173,0.053613053613053616,0.16521235788015207,2747.3967615978945,3307,16563,23,17,4,16,54,177.0,429,0.2700862068965517,0.15767488676396577,0.9408408408408409,3133,16737,197,3330,19870,47,74
MOT20-02,0.24062169351033177,0.8190752578660631,0.19708727566014378,0.24062169351033177,0.24061646115505342,0.2406063243991766,0.2406063243991766,0.24057971882035953,0.24051416641388693,0.24024797987555285,0.23975610301309264,0.2388000804974015,0.23795302799429108,0.2368165811329097,0.2349718104032976,0.22996566846603825,0.21984973999517715,0.1978702898531972,0.16398036471404506,0.11360221116217602,0.0518293404318526,0.007645254158378033,0.20299121791554708,0.16255283451101862,0.16251532554688003,0.16250032263892833,0.16250032263892833,0.16247031798472023,0.16241781356664925,0.16227532547967122,0.16205041539811135,0.16138369401950736,0.16065791338633406,0.15955974640363016,0.15775639913371506,0.15392991423428964,0.1461189538575073,0.1282746613391118,0.09888802815612743,0.06224719631127726,0.02567679125508839,0.003330418752819439,0.13458454708496395,0.3561844957176393,0.3562512100563726,0.35625408245813184,0.35625408245813184,0.35624107729712534,0.3561620672970638,0.355686187432819,0.35472287306888717,0.3533534090418853,0.3524360695230357,0.35148020953613196,0.3499810593255586,0.34356030753411054,0.3307846579786041,0.30522514109846555,0.27191926579117526,0.20732600254635983,0.10461901188952213,0.017550318889093013,0.3071574488915849,0.1627870907704437,0.16275477892233525,0.16274185418309187,0.16274185418309187,0.1627160047046051,0.16267076811725323,0.16254798309444107,0.16235411200579028,0.1617789611094596,0.16115211125615542,0.16020214292176654,0.15863824947331687,0.15530366674852336,0.14842770547104212,0.13236225459151363,0.10476793630688501,0.06822323609621175,0.0291452869938349,0.0038644970337723436,0.13606213126229125,0.9912249636013064,0.9910282139062685,0.9909495140282533,0.9909495140282533,0.9907921142722229,0.9905166646991698,0.9897690158580255,0.9885885176877975,0.9850863731161217,0.981269429032385,0.9754849879982685,0.9659623027584308,0.9456577342305119,0.9037893991264313,0.8059654507535513,0.6379412111911227,0.41541730610317557,0.17746822492425138,0.023531263526541533,0.8284943263601099,0.362064390271118,0.36212863422641145,0.36213363628571804,0.36213363628571804,0.3621272659624629,0.3619809153023434,0.3615698418689816,0.360741410621174,0.35960024459380424,0.35896530967841617,0.3583671421563529,0.357268048793454,0.352598495663912,0.3431341248916616,0.32238582651003084,0.2945408919089626,0.2403541017456858,0.1382180427814853,0.02498688277195922,0.31817362327998167,0.9778582053602001,0.9780410941131705,0.9779640616791193,0.9779640616791193,0.9779879175245694,0.9779418763684293,0.9776160886239111,0.9769748557789136,0.9743536897976718,0.9718761509556165,0.9685981773176886,0.9631800090552329,0.9489438447686385,0.9185521534366244,0.8563799114690702,0.7636732508009547,0.6022546166414129,0.3350977120110885,0.08320474074620965,0.853076969375139,0.8190752578660631,0.819223094341363,0.8192784872459906,0.8192784872459906,0.8193723467484008,0.8195241265414731,0.8198909739419192,0.8204155881963522,0.8218033147188643,0.8231536803098735,0.8248956034254413,0.8273277639974485,0.8315840613625014,0.8386704266771567,0.8521562434603597,0.8720956034626843,0.8965767018257885,0.9268308757598968,0.9614160251115245,0.8438194032757418,0.24079501206505935,0.24079366049283638,0.24078507000960936,0.24078507000960936,0.24076155176741287,0.24070138566581248,0.24044972942749604,0.23998065977332805,0.23909234077921052,0.2383187291978085,0.23729282071373306,0.23562763547645185,0.23098955714338626,0.22157980004681757,0.20099822843449583,0.16878513062181985,0.11893044530566639,0.05521911921184137,0.008235481484932056,0.20421691724354352,25190.0,25185.0,25183.0,25183.0,25179.0,25172.0,25153.0,25123.0,25034.0,24937.0,24790.0,24548.0,24032.0,22968.0,20482.0,16212.0,10557.0,4510.0,598.0,21054.526315789473,129552.0,129557.0,129559.0,129559.0,129563.0,129570.0,129589.0,129619.0,129708.0,129805.0,129952.0,130194.0,130710.0,131774.0,134260.0,138530.0,144185.0,150232.0,154144.0,133687.47368421053,223.0,228.0,230.0,230.0,234.0,241.0,260.0,290.0,379.0,476.0,623.0,865.0,1381.0,2445.0,4931.0,9201.0,14856.0,20903.0,24815.0,4358.473684210527,0.15746856057179046,0.8232550185319519,0.15838621705807085,0.16130720812707602,0.9822138275685672,0.03333333333333333,0.32592592592592595,0.6407407407407407,0.12895832106070784,0.2771058255391191,0.16247304097771387,0.158372308175257,20549.268517576053,24961,129781,452,142,9,88,173,1394.0,2782,0.24515556048957843,0.14270850835584392,0.8689647031047102,22083,132659,3330,25413,154742,293,270
MOT20-03,0.028253113332196822,0.8076962623407123,0.022819934037903923,0.028253113332196822,0.028253113332196822,0.028253113332196822,0.028253113332196822,0.028253113332196822,0.028253113332196822,0.028253113332196822,0.028253113332196822,0.028253113332196822,0.028247967017699674,0.028233286208507638,0.028123630467009227,0.02759153331044802,0.02600766602597554,0.023384787688550887,0.01766168432364938,0.009910562004171506,0.003434674690943831,0.0005641950677306718,0.023549368778655676,0.007390214819963144,0.007390214819963144,0.007390214819963144,0.007390214819963144,0.007390214819963144,0.007390214819963144,0.007390214819963144,0.007390214819963144,0.007390214819963144,0.007387003082965896,0.007354886839311504,0.0073163500498914505,0.007149391361444286,0.006639226230678068,0.005838124160411534,0.004294000794596742,0.0023220108868051413,0.0007886560224497747,8.229150181990821e-05,0.0060886249636864535,0.10801288357757625,0.10801288357757625,0.10801288357757625,0.10801288357757625,0.10801288357757625,0.10801288357757625,0.10801288357757625,0.10801288357757625,0.10801288357757625,0.10802048295784265,0.10837943092080617,0.10810562442356411,0.10648356929054308,0.10187914504151509,0.09366849354571681,0.07264439576740617,0.04229921564823839,0.014958346727595538,0.0038681524508841743,0.09118014784064728,0.007390214819963144,0.007390214819963144,0.007390214819963144,0.007390214819963144,0.007390214819963144,0.007390214819963144,0.007390214819963144,0.007390214819963144,0.007390214819963144,0.007387026634104662,0.007355144775519833,0.00731688654521804,0.007151100880576934,0.0066441793290781676,0.005847132864457466,0.004307239094810271,0.002333752048409414,0.0007938582787622188,8.289283232055295e-05,0.006091112982259255,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9995685936151855,0.9952545297670405,0.9900776531492667,0.9676445211389129,0.8990509059534081,0.7911993097497843,0.582830025884383,0.3157894736842105,0.10742018981880933,0.011216566005176877,0.8242132509876935,0.10801288357757625,0.10801288357757625,0.10801288357757625,0.10801288357757625,0.10801288357757625,0.10801288357757625,0.10801288357757625,0.10801288357757625,0.10801288357757625,0.10802130205753127,0.10838041608690281,0.10816672348010062,0.10679813650799716,0.10274543210180519,0.09555704193225428,0.07604031407520037,0.04543789111539934,0.016508042028213155,0.004295310182913242,0.09179297693507914,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9995811013227043,0.9980538279130797,0.9959108885952735,0.9785261146777825,0.93517218660266,0.8575730091511523,0.6991932308958612,0.47110327185178474,0.22709276643550433,0.10051504686103971,0.8559327075950971,0.8076962623407123,0.8076962623407123,0.8076962623407123,0.8076962623407123,0.8076962623407123,0.8076962623407123,0.8076962623407123,0.8076962623407123,0.8076962623407123,0.8078305563855491,0.8090295146032596,0.8102505862797549,0.814461681318848,0.8250002617992445,0.8381994965283651,0.860400386598287,0.8901982891693168,0.9237233351891767,0.9598764049260177,0.8320124670454859,0.028253113332196822,0.028253113332196822,0.028253113332196822,0.028253113332196822,0.028253113332196822,0.028253113332196822,0.028253113332196822,0.028253113332196822,0.028253113332196822,0.028248012047548274,0.028233781275468224,0.028124661576758057,0.027594831873388494,0.026017365538212954,0.023402823055678194,0.017688888644237705,0.009935586603980053,0.0034459842405759,0.0005662526931516333,0.023554537238882674,2318.0,2318.0,2318.0,2318.0,2318.0,2318.0,2318.0,2318.0,2318.0,2317.0,2307.0,2295.0,2243.0,2084.0,1834.0,1351.0,732.0,249.0,26.0,1910.5263157894738,311340.0,311340.0,311340.0,311340.0,311340.0,311340.0,311340.0,311340.0,311340.0,311341.0,311351.0,311363.0,311415.0,311574.0,311824.0,312307.0,312926.0,313409.0,313632.0,311747.4736842105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,23.0,75.0,234.0,484.0,967.0,1586.0,2069.0,2292.0,407.4736842105263,0.0073264511027934884,0.8078305563855491,0.007383838448246179,0.007387026634104662,0.9995685936151855,0.0,0.005698005698005698,0.9943019943019943,0.005906890304552466,0.0146656708104413,0.0004158004158004158,0.007379836406196867,1871.7433991453174,2317,311341,1,18,0,4,698,289.0,2405,0.014247917563359242,0.007176606367444796,0.9710957722174288,2251,311407,67,2318,313658,102,702
MOT20-05,0.015379422311273627,0.8292145439638249,0.012752840658269834,0.015379422311273627,0.015379422311273627,0.015379422311273627,0.015379422311273627,0.015379422311273627,0.015379422311273627,0.015379422311273627,0.015379422311273627,0.015371453822468784,0.015371453822468784,0.015370801284086263,0.015313430330745061,0.015195977639619015,0.015057222701542297,0.014439107946497949,0.0126979068434404,0.008972835771675595,0.004028981992479182,0.0006189769241595616,0.0134459751352301,0.0028916490290000372,0.0028916490290000372,0.0028916490290000372,0.0028916490290000372,0.0028916490290000372,0.0028916490290000372,0.0028916490290000372,0.0028916490290000372,0.0028900973938067133,0.0028900973938067133,0.0028885457634146416,0.0028497565639547568,0.00276598213249797,0.002711691365281688,0.002528697233744421,0.0020823478123753606,0.0012728050677413426,0.00042287931425643465,5.862614263123385e-05,0.0024470904429216614,0.08179645187102615,0.08179645187102615,0.08179645187102615,0.08179645187102615,0.08179645187102615,0.08179645187102615,0.08179645187102615,0.08179645187102615,0.0817555813595161,0.0817555813595161,0.08179255288501147,0.08228813347100541,0.08348489808040023,0.08360831855224396,0.08244871529435634,0.07743031075138482,0.0632553906532863,0.03838611951086827,0.006535180645467076,0.07458486302796133,0.0028916490290000372,0.0028916490290000372,0.0028916490290000372,0.0028916490290000372,0.0028916490290000372,0.0028916490290000372,0.0028916490290000372,0.0028916490290000372,0.0028901018652606044,0.0028901018652606044,0.0028885547015211712,0.0028498756080353495,0.0027663287661059744,0.002712178035225824,0.002529612713972745,0.002084029557016078,0.0012748629212926863,0.00042392286460460685,5.8792222098449124e-05,0.00244745017644181,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9994649545211343,0.9994649545211343,0.9989299090422686,0.985553772070626,0.956661316211878,0.9379347244515784,0.8747993579454254,0.7207062600321027,0.44087747458533977,0.14660246120920278,0.020331728196896735,0.8463856269888205,0.08180406504130833,0.08180406504130833,0.08180406504130833,0.08180406504130833,0.08180406504130833,0.08180406504130833,0.08180406504130833,0.08180406504130833,0.08176529374008772,0.08176529374008772,0.08180178486494241,0.08230005028552358,0.08353859286343843,0.08372848324684834,0.08291944777122122,0.07890608078583285,0.06708800012096944,0.043949582885695816,0.007392779174559477,0.07524146893735124,0.994920783544379,0.994920783544379,0.994920783544379,0.994920783544379,0.994920783544379,0.994920783544379,0.994920783544379,0.994920783544379,0.994531435879134,0.994531435879134,0.9949748556805333,0.9871789968084757,0.9852189220606355,0.980749620690003,0.9493413497690174,0.8515537978833986,0.6451196633367301,0.40416585078662554,0.1966313644562753,0.8917559769255261,0.8292145439638249,0.8292145439638249,0.8292145439638249,0.8292145439638249,0.8292145439638249,0.8292145439638249,0.8292145439638249,0.8292145439638249,0.8294275286402741,0.8294275286402741,0.8295971144646251,0.8329371660448839,0.8392660888871454,0.8424499441347093,0.8507105649008517,0.8663933888259736,0.8907472418178786,0.9248103556778766,0.9579944232167856,0.8488146156295726,0.015379422311273627,0.015379422311273627,0.015379422311273627,0.015379422311273627,0.015379422311273627,0.015379422311273627,0.015379422311273627,0.015379422311273627,0.015371465713542174,0.015371465713542174,0.015370825065214259,0.015313750174590662,0.015196929791745325,0.015058573808284762,0.014441721450690113,0.012703033346993377,0.008980086420283417,0.004033950141499281,0.0006198530406167146,0.013447212271431119,1869.0,1869.0,1869.0,1869.0,1869.0,1869.0,1869.0,1869.0,1868.0,1868.0,1867.0,1842.0,1788.0,1753.0,1635.0,1347.0,824.0,274.0,38.0,1581.8947368421052,644475.0,644475.0,644475.0,644475.0,644475.0,644475.0,644475.0,644475.0,644476.0,644476.0,644477.0,644502.0,644556.0,644591.0,644709.0,644997.0,645520.0,646070.0,646306.0,644762.1052631579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,27.0,81.0,116.0,234.0,522.0,1045.0,1595.0,1831.0,287.10526315789474,0.002832856806901588,0.8294385435553988,0.0028885547015211712,0.0028901018652606044,0.9994649545211343,0.0,0.001710863986313088,0.998289136013687,0.0023399168234894806,0.005763537602609019,0.00030165912518853697,0.0028861468467243955,1549.391199361485,1868,644476,1,36,0,2,1167,221.0,3315,0.004856428365367557,0.00243523572586734,0.8421615837346175,1574,644770,295,1869,646344,118,1169
COMBINED,0.09998807268189215,0.8198171726191532,0.08197193904170721,0.09998807268189215,0.09998740859173862,0.09998449960003368,0.09998449960003368,0.09997660075138003,0.09995653656306223,0.09985403181965379,0.09963366023772881,0.09932845352159779,0.09900523094356484,0.09863159163563012,0.09799392499090749,0.09620598747972545,0.09221390148286347,0.08374265888623379,0.07021676620975362,0.04839121543929526,0.021375954128333513,0.0031322884123591295,0.08471596226188355,0.028814533098822395,0.028810000273164094,0.028808187154084546,0.028808187154084546,0.028804560935097437,0.028798215113379422,0.028779178117920527,0.028744732012184106,0.028662252029053436,0.02856800538447172,0.028422138385609856,0.028158595522240853,0.027565891554738816,0.02632478812795744,0.023506897782032368,0.0185388901441429,0.011769008191770446,0.004754655474652308,0.000609341696712383,0.02406568727116419,0.346964312916385,0.34701429302670744,0.3470159405310491,0.3470159405310491,0.34700479275911694,0.3469419601995026,0.3464597783086686,0.34534558360674417,0.3442207426336011,0.34311236021806946,0.3422751214772457,0.3410258628680148,0.3357624769207936,0.3230188818750822,0.2983308551542012,0.26594872824751514,0.19897256366341418,0.09610189788357534,0.01610136111008714,0.29887544494372753,0.02882037415367693,0.028815967368638146,0.02881420465462263,0.02881420465462263,0.0288106792265916,0.028804509727537293,0.02878600123037438,0.02875250966407959,0.02867230617637364,0.028580645047566838,0.028438746569317847,0.028182271680060357,0.02760498283997906,0.02639399831131997,0.023633588163022842,0.018729717771858976,0.011969709522357383,0.004869497467861317,0.0006266448325157278,0.02411160837170406,0.9930154873975099,0.9928636501670209,0.9928029152748253,0.9928029152748253,0.9926814454904342,0.9924688733677498,0.9918311569996964,0.9906771940479806,0.9879137564530823,0.9847555420589128,0.9798663832371698,0.9710294564227149,0.9511387792286669,0.9094139082903128,0.8143030671120559,0.6453385970239903,0.41242028545399334,0.16778013969025204,0.02159125417552384,0.8307734109035115,0.3516358076374215,0.3516837000093713,0.3516869140610363,0.3516869140610363,0.35168072894499913,0.35156577072409306,0.35116955648371895,0.3502762049232822,0.3493399009127307,0.34857576580377625,0.3480634825531251,0.3472245289491532,0.34365127212586133,0.3346115173721687,0.31508971327286267,0.2892750785886692,0.23386129834241018,0.12860332689929366,0.023024585101716816,0.30908979298772243,0.9818552946805681,0.9819967853883266,0.9819376902791546,0.9819376902791546,0.9819565516957469,0.9819219403640304,0.9816114450323739,0.9808989811344144,0.9788406074496951,0.976736338097091,0.9740604766416602,0.9689437173948476,0.9558045899643526,0.9259793706492425,0.8646297701311852,0.7657012719211677,0.591914238358473,0.32300958699318433,0.08807749248031514,0.8562007283649992,0.8198171726191532,0.8199311647036981,0.8199738764663984,0.8199738764663984,0.8200462576945812,0.8201633043357855,0.8204753043048495,0.8209902463109194,0.8220839631580553,0.8231983902825591,0.8246651529032971,0.8269052875406804,0.8310523807923139,0.838047602288575,0.850923945070574,0.8704470201453353,0.895252806534152,0.9263111493053869,0.9612170188952929,0.8437618905167372,0.09999820656503625,0.09999776269651554,0.09999494151644875,0.09999494151644875,0.0999872180544734,0.09996746004304315,0.09986586806646489,0.09964713859464364,0.09934587321599887,0.0990271305189923,0.09866040460424774,0.09803511369541731,0.09627417833306795,0.0923350411422196,0.08396802109753934,0.07057722452647722,0.048802087967317845,0.021632566847249936,0.00317645002103068,0.08480461205382281,32700.0,32695.0,32693.0,32693.0,32689.0,32682.0,32661.0,32623.0,32532.0,32428.0,32267.0,31976.0,31321.0,29947.0,26815.0,21251.0,13581.0,5525.0,711.0,27357.36842105263,1101914.0,1101919.0,1101921.0,1101921.0,1101925.0,1101932.0,1101953.0,1101991.0,1102082.0,1102186.0,1102347.0,1102638.0,1103293.0,1104667.0,1107799.0,1113363.0,1121033.0,1129089.0,1133903.0,1107256.6315789474,230.0,235.0,237.0,237.0,241.0,248.0,269.0,307.0,398.0,502.0,663.0,954.0,1609.0,2983.0,6115.0,11679.0,19349.0,27405.0,32219.0,5572.631578947368,0.027994542637407964,0.823276734899108,0.028182271680060357,0.02860267897276078,0.9855147282113574,0.005869074492099322,0.04966139954853273,0.944469525959368,0.02293978381870905,0.05559190917001843,0.053409472623446426,0.028180219546380145,26717.79987768075,32453,1102161,477,213,13,110,2092,2081.0,8931,0.049747161563075994,0.02559548886229149,0.8819010021257212,29041,1105573,3889,32930,1134614,560,2215
